what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234282876
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296234286849
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234289098
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234297656
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296234300879
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234302840
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234437590
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234442879
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234442893
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234443002
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234449947
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1296234459820
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1296234468770
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296234477799
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234480630
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234605658
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296234621543
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234624240
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234649655
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296234659457
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234660369
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234687577
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296234698001
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234700037
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234704663
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234705644
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234733662
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234735127
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234736510
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234739866
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234742087
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296234743596
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296237171660
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296237178116
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296237179255
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296237203007
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296239746938
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296239751770
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296239761627
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296239765266
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296239801414
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296239810584
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296239812757
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296239852684
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296239966474
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296240150731
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296240157075
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296240185079
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296240223772
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296240243827
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296240245133
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296240699123
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296240705424
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241510396
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241523690
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241529514
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296241529568
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296241529628
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241531387
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241548559
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241555863
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241576656
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241586470
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241591410
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296241591470
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296241591528
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241593168
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241602140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241633115
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241640362
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296241657753
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241659977
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241669708
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296241671907
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296241672582
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296241682998
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241702312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241763922
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296241768374
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241771345
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241812235
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241813846
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296241890188
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296242006764
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296242054674
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296242055932
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1296242057927
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296242064067
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296242066484
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1296242066491
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296242084197
